========================================================
  NAC Solution TCO Calculator Update
========================================================
Date: Thu May  1 08:10:49 PM CDT 2025
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9f/d97ff7523f106de04c47adf74aa3a36db8dbbd': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9f/c8f843982103d3648b3deed97d1e3d8caecaa2': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9f/0f949f77a59ed3d7bca7f31450208ab3fef337': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/43/23e70c3e30b1bedcc6285d6da50fb682dd4999': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/43/379572d97931836fd1523c6da42db02660bfce': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/43/bee3bc93c9929d5ea7b88eb5d1bc16bcd4ad5c': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/43/0b705aca13c9c40f62066a3cb4815faacbd4ed': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/43/b8ed1a7f923fa4bfec6a59cb5115c9bd9b8eba': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/43/be67c17fae240f0625d781e7d1a8b6affd2f9d': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ea/576079a60c5aff637d10c1772d7fbd1d24ee6b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ea/406f65548b85e46185478e7481cf44d016855a': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ea/cae34d5f80d0b406ad63104406ddd5f3232f4a': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ea/734fb73820316ed1c0f6a2f6e96dce0e3eb6f0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ea/ff73503c08b845400cd863481308e197f74fe6': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ea/09b22eb41a83f37568dcf9618c5826bb7f0458': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/25/c9ba544db04b77b9394740c34c4833396b0d35': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/25/97c4775db5dccb1a04829fa1c6253d275172e3': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/25/f588c33f11c871c03f55ac8b49a1599bb10887': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/25/ef0b28975ed05e4cb31268020f4b99fb4faf36': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/25/3f1838ef01e519179515bdec086f97d2bed7c0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/25/abf389e22db851b03dd14d87ca10acb8b6b44b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/25/9f22576627672d7bfe16f441ce355bac76fac3': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ab/3ec11262efb6024ed898b83a2846ae135ae654': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ab/fcfb0dd071231114f91fa0a7a81f4be5407ddc': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ab/0e5d7dcd43056d5d5288de0d08ca4177efb2db': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ab/ac5ffaac97da29fa5c5d8aedf5b47763fc7c58': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ab/cbd54e5eefdac272de763e774ca75825ca55ce': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ab/a7e18076692805c856c17f2158b497ab70dbd9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ab/a7ab0412975a41899d61be28ff104c1db3fbf8': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/e4/23dd8d47645b6ea8ccd304b91aea115c4d92bc': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/e4/da448c7eea64f7bad2d09232e677eec37259b0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/e4/210e01ea5a4def42ac84742b36d2cada422ca4': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/e4/a0e0afdff7c81947fc0359ad479dfd6c9430ab': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/e4/144d085eb634e3aafbcd97e96a35431d390214': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/e4/eb0da2d756b021b5fbd126ef343558c24c1d48': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/af/067ee7ce9a17a108fc54a279a92da5c20eb9fa': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/af/c4eacaa314ccaeb2170a830ae56096929fafde': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/af/ac0a0872c1ad7f9b677871d58583833b157977': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/d5/f579a0b45fae034d291d07f700c0dc7014fd81': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/d5/7a23f0aeca0d3d3443ef314a2555a52cc794af': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/d5/4cf61fc94a9ba47de3da69f9f348e2b5a536b9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/d5/3117bf46a1a91ffa6d30c47fa51555de8426f8': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/d5/896ef6435296a9abad3e771b05a9b261e018f2': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/d5/42db430ed3b58551bbfa688d47c591e9150cb7': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/d5/18d8376af9faa47af875d83c8cdd51a11f9099': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2b/783e2aa54a19aad9c6f0edd2b033e8fc86244f': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2b/99a7da025f57138b7bc98245ac032425655f25': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2b/12452854b72ad8fcb5093ba4aca1015d7b7a59': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2b/1190ef5a4fe07d96e137a062a5eb41c1170e35': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2b/1d2fb7ac07f717489278ba8cc7084f6cbbb2b7': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2b/0a980fbd767e2c3ac910e34158964e7dcdbf2c': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2b/7c245b259906590a4c9a34b560b0cb01fc7ce7': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/d306025541ac30cf6a90a9a525c5d6dcea33ca': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/74c7cc91ceacd0b24d9de109ca07793840fa11': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/d2e0d418f0678ce48bb675500c41a1137f2097': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/3dc084b9254e4229ddaf1ff9b8e4fd40372aa7': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/629dd34ef0942c19c4d124542f5f030c228ae4': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/48000c7c98fd844af784fb2fdf7060f13ed0b1': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/a485c40a694deb72801fcd0048a3c44de95403': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6e/987606c074729d2844ed63197040fcc40d0de9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9e/8cf60b14a2d9a924dd84eb5d0913404411d154': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9e/d20f669fcbe47bebc859d077ebab6c92e3309c': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9e/65821d77093f5a395e954415341ace7782b821': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9e/5173c80da67de620a9b3a769936d77bf68ba73': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9e/bdfbf1491ef8bdffb942ee0b475e38a65379bf': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/9e/f6583335d8670f8f86c7508cd047c6ae224a68': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/4d/d4915e31ac681df7ba948e87340795722fa815': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/4d/382499b7ee0fcd8eb77940a90227278c4834fb': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/4d/5e9b510ab211524a43789aac549e61117a2b3b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/4d/ca36cd65c15649509f628db4db97e34199e4b7': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/4d/736fb250498f12e1eeb5e63501907fb055509a': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/4d/09868d5c34cd07e09163bc258108246d59dd84': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6f/916c5cf723a5b71f8dd231cba6b55f59617292': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6f/43453ade2de4499935b80e16d47d7c1406dd2f': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6f/491e18e675680e74d6161615c9b62c60879172': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6f/ada390fb88d8e1dae3454216aa3995141a1785': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6f/5bf4dd01d6715f1c3beed5a71fb8fc2ef42520': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/5ff057c980533c0bbd91c0c416e22476159ed0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/69c4ccb9fca438f91957d936119b51848acb0d': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/9b8c8e56ed884e73087bec254e5c66607ca3bf': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/9967c4d283f0b44ca03325a82b9cdf8588c3ec': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/17e5821b3df97bb961c4e71142331139d03d15': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/eb963549715cedfd51d3165e6fb8738a041fbf': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/6a97dcf096449e7100cb63bb05f232a7f790a5': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/e84fc856e627802a2b8167eebba3e65357b83c': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/c7bf4eaa4e6f60d33fad52be476b214b869db9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/0d/9237958660d0996ec421580df1d3327c34188a': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/04/52e350d7e42f5998bb5f7570c64db71a9138da': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/04/243ada0a45deac56a83f2e4a0755f710094e9b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/04/c0eff797d722460624d1c52dc6c9f755b3cebc': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/04/0c7fa08824f05fa14b470ca9f0f7082e9f1180': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/04/a40367751ee4c064ac88045e79b17ba4aab0a6': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/04/cf87e66ed8daa00712b7926d2ed63a9108c2ae': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/04/c0f57940cd107010a0f5a2fefb9c04b8afba52': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/9b52f7d79fce1480e222bf02622a4ed9fc2bbd': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/c8c82cc071199e03c5a894e6d8f4a4b47bf469': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/e453083a421ed743ade1b4167f1b56bb9f7f37': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/8d598bf5715af8872371a55f0f356e02e15393': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/9215663a657631fd01aef3d95dbffac635b707': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/c198a6f3d7c579041efc7a54358fd89cddf43a': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/42e368f560003b9c95c3ae9b96633034d6f9e9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/b7/e5560d77ff8111df561af239c451f89d2bc371': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/17/e60f0695fc0eb0f1b71d77ccae79ca6df52da5': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/17/f43cfcbe77e3e0229ccd891932503b16feb532': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/17/a83016c12b4293bb27ebd20a19540c9567e5e1': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/17/b1cbd9f77fbffbca43fc9dc67b25ad34a06e0b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/17/433239ee490b8f734c5c60198eae699e201c65': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c7/dc45b8c991501fe9ab61900e75e14a8f016a8d': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c7/2766d0aa71eda780651a75368fddfcb9bfbfd1': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c7/1df9c2bcf07ca4340530058d0662661f29ec95': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c7/b5549aaae6a22a86e28c6e4779efc420f1ea43': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c7/e14d25e5a0bbe6c66d332c9dcdfb6f1dba9788': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/63/8bc5329d31b02378ffef87dd298f02a3a1c874': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/63/e7d839d9d716a3ef6d488c635de74c80b912a0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/7c/ac363c6a39dad9380ee5929e82aa2549671613': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/7c/597fa8ab82f173661ca1d6bbbc94b910d5d4e1': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/7c/02884eff392d60712692a2b72fc20b0e30c9a6': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/7c/aa0a82b2db60f81642c0ebd30af0983c1874cd': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/7c/f90d80f9bbee59615aa967c6e56c491a423b32': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/23e630cfcf0b2bcd6d5e90becc09d714f46d7b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/af4a017d5b5ba4904abe1bbf5819048fa02cb2': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/bbe230d74beb5962f67a6da7da18c707441ad5': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/1fde3f638b9a9a3db026668427ae9cde5bbcb7': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/abf60fab219da8b799d603364bbe0c4ea21ece': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/b381a30e58964db112c583ead1c984a315a3fa': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/0e2f8d5d9134ae3a060e7ae06c271baed9c3c9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/da/83c49914d21b76a69e6904841e0cb4a1e6aec0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2e/decce2f0fa5adcc88ebc609440221621048c05': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2e/fff82a8e50b66dad0f9d5bf57d041fbc6ec754': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2e/c51b76932614d13cc2a274530aa86ac8ba469f': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2e/62bb0f4124809f98e44cf3f98d7a3901d473cb': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/c09085bc91fdb408bd6677abeec884e19671b4': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/a58e9d6f192208ccdfe78da011f320da5aac54': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/68fbf8820c4e81a4208dc722d879d325654d28': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/ad9c699397bcc9818453c0b1b07996c1f6ee41': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/b0822909320ff4ffafb1526212866f159470c5': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/6c39ddf1d2d4a3a2911609044bb2a13888f6c4': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/6c047b022738894fe953e3b37891d7ec9aecac': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/14/2a6baf980b73c31675db9ef6ffa2ade9342abb': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ce/10edf57e9139c8f9800e5d9bb675b0d5f6c3d7': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ce/990a51c49edb690bd62b34ee0f814730296217': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ce/ed60f47f4850c37b1df85ca078cdd845e0b3e6': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ce/1dd98713317a95f0a72036434478172fe991d8': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ce/1bc2a4ae2ea0be0eac679b305b6d20d69a7793': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ce/a8ecf44c38c1067ea14850bb2ab24e31a6aa3f': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/48/7a7c169d0df8c4acb6ad02b26ce76175ecfc0f': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/48/f05d01d0acae75acada5bd42a3442d0699d067': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/48/a7a35afbb54664aecbe466a87013e2a11e91f9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/48/365f6c752bce3296823e9efdaac6621763fd3f': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/b448e477a15a32cc5870012cda48ec35bc07b9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/3355c509acd1a0e9d409f9e655939d6d18c2ec': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/a900a12eb3562e38fc9442dd3f57ea919b3c74': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/6dab4c10431239352ab4626e326bf4e97cad5c': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/48ee23dcbafbd094f962b4b112548317e1b45e': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/7f2fa28822113957adab0b2b7e9f494070505a': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/6f5f9b5c4d98d8e9383ba526dd5cfd380e8cf0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/2f/b792afb027ef628c689f608ce1a959a01aa641': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/a345d8578004506a45296d6de9e091b7811272': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/256c3162dc85500c8605fde839ff866c237bc4': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/76276b46909ba68f38087b6f4cb45a85f3a889': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/d86bab032fabc624b2e312ec3a87666a12b07c': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/22d229646f7019283972f7caf6ac08f15091fb': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/d1d4130f8f69b6754bc9bb73d18c59481b305b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/2bdb587524cdb22bd4b7e9b8a034dcf96671ea': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/1f37b11987688ab8795a5a2d25977c6380b522': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/bf8cd8d8720243a869de2e8d4ed6f4c4198744': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/68/f0f245fb943a4b31eee165d42e539a5baa75ad': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ed/b55dfbca86a881da139244122c4f734d6a5844': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ed/49d86e7487c0bc2649ff0bb4851e76ab2fd74b': Permission denied
